what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.debug.ui,3.7.0.v20110124a,"org.eclipse.debug.ui.commands.StepOver",1431457548730
executed,command,org.eclipse.debug.ui,3.7.0.v20110124a,"org.eclipse.debug.ui.commands.StepOver",1431457548942
executed,command,org.eclipse.debug.ui,3.7.0.v20110124a,"org.eclipse.debug.ui.commands.StepOver",1431457549121
executed,command,org.eclipse.debug.ui,3.7.0.v20110124a,"org.eclipse.debug.ui.commands.StepOver",1431457549300
executed,command,org.eclipse.debug.ui,3.7.0.v20110124a,"org.eclipse.debug.ui.commands.StepOver",1431457549489
executed,command,org.eclipse.debug.ui,3.7.0.v20110124a,"org.eclipse.debug.ui.commands.StepOver",1431457549858
executed,command,org.eclipse.debug.ui,3.7.0.v20110124a,"org.eclipse.debug.ui.commands.StepOver",1431457550074
executed,command,org.eclipse.debug.ui,3.7.0.v20110124a,"org.eclipse.debug.ui.commands.StepOver",1431457550237
executed,command,org.eclipse.debug.ui,3.7.0.v20110124a,"org.eclipse.debug.ui.commands.StepOver",1431457550431
executed,command,org.eclipse.debug.ui,3.7.0.v20110124a,"org.eclipse.debug.ui.commands.StepOver",1431457550591
executed,command,org.eclipse.debug.ui,3.7.0.v20110124a,"org.eclipse.debug.ui.commands.Resume",1431457551515
activated,view,org.eclipse.debug.ui,3.7.0.v20110124a,"org.eclipse.debug.ui.DebugView",1431457551622
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110126-1300,"org.eclipse.jdt.ui.CompilationUnitEditor",1431457553088
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1431457553351
executed,command,org.eclipse.debug.ui,3.7.0.v20110124a,"org.eclipse.debug.ui.commands.Resume",1431457554163
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1431457555519
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1431457633707
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.edit.copy",1431457643124
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1431457644184
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1431466922666
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1431466923589
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1431470443107
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1431470478856
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1431471465652
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.503.v201201190400,"org.eclipse.jst.j2ee.J2EEPerspective",1431471470341
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110126-1300,"org.eclipse.jdt.ui.CompilationUnitEditor",1431471476801
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1431471533032
